['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.005132039627588565, 0.02079221398661918]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.002774841437632136, 0.011237507207380358]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.02941176470588235, 0.05310457516339869]"
"[0.013579477735233948, 0.06080082827539877]",['NA'],['NA'],"[0.012035589080098625, 0.06068603954540465]","[0.014756464738696714, 0.06091415532580505]","[0.014658289489836645, 0.06197286850922678]",['NA'],"[0.012947647702762126, 0.060861419475661746]","[0.012907063772776796, 0.060938969034937715]",['NA'],"[0.01508290330277268, 0.06145731779371362]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.016592670649688196, 0.06137426694718757]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.013080980895352114, 0.029372589854304996]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.022358645355161157, 0.04504038761236384]"
['NA'],['NA'],['NA'],['NA'],['NA'],"[0.007784062920492942, 0.0340349416651496]",['NA'],['NA'],"[0.006894806707599049, 0.03382630957479896]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.009519216422400365, 0.033826946059024456]"
['NA'],['NA'],['NA'],"[0.00934295653006399, 0.03616960494480585]","[0.009375314183568437, 0.036044452465200195]","[0.010257576135486916, 0.03662400897248257]",['NA'],['NA'],"[0.010231980605781527, 0.03635177531317796]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.013258350994020644, 0.03628611102602241]"
"[0.008065504504997125, 0.03877006641146725]",['NA'],['NA'],['NA'],"[0.008531581519308927, 0.038448456583797926]","[0.007497970791049606, 0.039023745938451475]",['NA'],['NA'],['NA'],['NA'],"[0.008304849085050124, 0.03876948697973802]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.010692440895373544, 0.03865161239778565]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.014892156862745117, 0.03386308210784314]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.006455946165841739, 0.010108733105870796]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.06741683364356615, 0.1588013694082506]",['NA'],['NA'],['NA'],['NA'],"[0.06192172699908162, 0.1484311575340144]",['NA'],['NA'],"[0.08823529411764702, 0.15196078431372548]"
"[0.012436491929735385, 0.05018421341968181]",['NA'],['NA'],['NA'],['NA'],"[0.013474643587627452, 0.051525034160290716]",['NA'],['NA'],"[0.01210779959950812, 0.05057725200617098]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.01638182069814801, 0.051157446677637684]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.020400693090751543, 0.06661074727646493]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.025331429134246047, 0.2419631766834564]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.015983250508651563, 0.062158812050088524]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.0016411448608818562, 0.028865925453325985]"
"[0.007869691826890212, 0.06184334405867532]",['NA'],['NA'],['NA'],"[0.008291076566518826, 0.061758506605589604]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.010964901825232218, 0.06162342454169087]"
['NA'],"[0.05963994429020467, 0.19542037810784194]",['NA'],['NA'],"[0.058800120826347876, 0.18433699724105737]",['NA'],['NA'],['NA'],['NA'],['NA'],"[0.05678392229459591, 0.18687380647922883]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.08024691358024688, 0.18735711019661636]"
['NA'],"[0.023917047976825957, 0.1321534772958231]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.033102766798418976, 0.13194921807870766]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.0011191000354740404, 0.00888269059593475]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.0009566006421994779, 0.007972722032935179]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.0017890368467670332, 0.01235874733377557]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.0006612269729094753, 0.005823235389096357]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.001537170648298856, 0.014158091665464397]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.012128053381118458, 0.03589339502357108]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.037018525922964146, 0.07437661791651903]"
"[0.033013837843213566, 0.06329457204215526]",['NA'],['NA'],['NA'],['NA'],"[0.03553227557340795, 0.06583049798277696]",['NA'],['NA'],"[0.031840396150709285, 0.06318091136689395]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.037331989247311806, 0.06598933944675685]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.05161290322580645, 0.0764828303850156]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.04258241758241757, 0.16336342229199374]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.00849473326537547, 0.027055335783557316]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.020507339928011445, 0.06951238232768951]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.015398194838698672, 0.06172860479285625]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.03283095397251141, 0.05410662342746232]",['NA'],"[0.041863075196408514, 0.05677848443280542]"
['NA'],"[0.1377217540119419, 0.2582405514758807]",['NA'],['NA'],['NA'],['NA'],['NA'],"[0.12101477493761065, 0.24547445321135258]",['NA'],['NA'],['NA'],['NA'],['NA'],"[0.1369556813837496, 0.2562094859612122]",['NA'],"[0.13224724998475848, 0.27077989706151323]","[0.133537736029011, 0.27055216423017453]",['NA'],['NA'],['NA'],"[0.15808823529411767, 0.247621107266436]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.05090311986863711, 0.12000075495913783]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.00751553515117784, 0.022330900459098496]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.03454108470887003, 0.14643873480254724]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.02164570230607959, 0.06522361984626136]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.2592592592592593, 0.3840877914951989]"
"[0.0818822528287456, 0.2875869500736919]",['NA'],['NA'],"[0.08988409933052284, 0.2828071106632627]","[0.07822481373455066, 0.27919719440587]",['NA'],"[0.09063381440576092, 0.27886893242497035]","[0.08295800788850456, 0.2896808750336812]",['NA'],['NA'],['NA'],"[-0.08283177250594352, 0.3709360541240385]","[0.08580183224795279, 0.2932052918228957]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.11026936026936027, 0.2718621399176954]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.027909387029908167, 0.06627890542977899]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.0053981817939810234, 0.01673357422849243]"
['NA'],['NA'],['NA'],['NA'],"[0.006077792650441495, 0.04691675176571851]",['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.008671479492998898, 0.047033834914565746]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.01509492116893563, 0.08370423902002513]"
['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"[0.042105263157894736, 0.13736842105263158]"
