project/feature,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
28,0.166785250041255,0.040209251933878,0.040963791192478,0.1346148886999,0.16122021926071,0.160821981773636,0.071053914385081,0.146671090100511,0.13014287828099,0.066051450838105,0.109716124007118,0.112000525033936,0.070000612391643,0.048561474533484,0.153790085611359,0.107382061833298,0.102934267169021,0.05937732223096,0.068821525908019,0.071335226060684,0.972645093331283
29,0.177729241214435,0.364807873089974,0,0.161951085937195,0.342355918620543,0.140567882161943,0.079961598098392,0.262879631232199,0.135286137851112,0.326112885370645,0.467908210212324,0.067482012635129,0.219890454386991,0.364807873089974,0.122640197469777,0.141005505770045,0.141005505770045,0.474699786020088,0.262879631232199,0.322391316507505,0.950956048454972
30,0.318509641546377,0.237642455374902,0.027067400427973,0.440378805591673,0.444771667843646,0.502346499683543,0.30378854212945,0.310315842853798,0.452786741398703,0.219656698369976,0.268598861561869,0.164523109573894,0.35790988300539,0.178282195157442,0.288072317034871,0.096732705410312,0.096732705410312,0.184111777141463,0.220730897561707,0.258461579314329,0.994030211476957
31,0.012401820615733,0.001861669622188,0.002454536535504,0.044736685331791,0.033675070847102,0.012112284845737,0.00774185517843,0.046846662335689,0.009516839485686,0.0083086861945,0.028764131802055,0.004878344254915,0.003127598538216,0.005610411295938,0.023802245886454,0.001291744545819,0.001059981849105,0.024088539384154,0.023036611349961,0.022665072599012,0.605399060642913
32,0.01242598052641,0.012458086355234,0.002085432133884,0.024761497031896,0.024656563721523,0.009255214465809,0.007673049783609,0.023136908708746,0.007861904439011,0.005503394502393,0.025829359721975,0.005551221142498,0.001859943557134,0.007433447086907,0.011297852430443,0.006603292144643,0.004615123060977,0.024362590340378,0.013977730017878,0.013887887257333,0.486596517835749
33,0.007052799989813,0.005527504523218,0.001677356897974,0.017171439679401,0.014813880819982,0.007483760071291,0.004164024033398,0.01685356040129,0.009706858743089,0.001419058648454,0.018875193255866,0.005020232438987,0.00315490034456,0.007512388252971,0.009985500193823,0.003286788797879,0.003286788797879,0.023662302352852,0.014653315331398,0.014732576601842,0.514382805100229
34,0.016878145250317,0.006151148967851,0.00112846798628,0.034222055520893,0.029439054013366,0.018036680920406,0.01063202087835,0.032070182108931,0.007536233813517,0.010590108052902,0.034418240987815,0.005662928366975,0.001031312201511,0.009418123049681,0.013799711244892,0.003523273764123,0.003523273764123,0.021651560344596,0.010657120974536,0.00673528651179,0.45732507906804
35,0.010146809788196,0.008684377702418,0.00126958841122,0.02622794827598,0.021738907928144,0.011024298249717,0.010918547275316,0.026864394554034,0.011506112525269,0.005028656382155,0.024137783788952,0.002805030735147,0.001910765705883,0.009377981421504,0.012183983492627,0.008086005226,0.008086005226,0.030953782457585,0.008782169636845,0.009971802881836,0.616151421817
36,0.031101698899242,0.006356434364678,0.004681361864419,0.030886364805619,0.030589107751622,0.039915688999773,0.00862349169277,0.017961588164215,0.025293146123805,0.013931151004984,0.042756064057057,0.007645263544273,0.030867858277714,0.005942193897702,0.028647184162172,0.018018261087551,0.018018261087551,0.012193458440451,0.035436700014974,0.028588175654638,0.468995593589281
37,0.045068788379011,0.056331268022126,0.008346575836379,0.043630068826017,0.027870615687892,0.022999568585128,0.028609069166789,0.042122997951772,0.053972897640489,0.089272835507198,0.034790478898788,0.040372563654763,0.01941537893895,0.11098682083782,0.06125758394144,0.084401042470634,0.166523334613205,0.042372678566369,0.040581560419146,0.042153381076323,0.618306208936867
38,0.303453796404329,0.148849929329247,0.04734478322491,0.165777450003028,0.294223363492278,0.398277896735806,0.235456026309998,0.173422330725448,0.217866775169892,0.098166700244858,0.294223363492278,0.112743015853818,0.109297735884317,0.129796546505645,0.198157687114759,0.041954953694357,0.041954953694357,0.214138893084621,0.214932964940614,0.183936293386828,0.721928094887362
39,0.144275939431604,0.125828787390419,0,0.146071162710217,0.24476244463835,0.102365881405613,0.074335071749363,0.146071162710217,0.072598480825514,0.184256109166655,0.197465882497687,0.123710756577461,0.126306339287751,0.075293244918915,0.140270062324868,0.038201135764684,0.038201135764684,0.170950594454669,0.104380635327978,0.121619272572629,0.721928094887362
40,0.331251218481108,0.104993273505494,0.144484343805628,0.361772922952533,0.615780442066656,0.331251218481108,0.254670152328388,0.313093051816143,0.331251218481108,0.273533749350959,0.471812430483664,0.156779649447039,0.193852347179294,0.122728716437537,0.254670152328388,0.072905595320056,0.072905595320056,0.508694969562842,0.285329054932747,0.17999106782387,0.970950594454668
41,0.044325145541928,0.025852389537297,0.009169697643228,0.049907728173895,0.108800058214693,0.057530881020798,0.020838101242689,0.085117670547664,0.036857098648742,0.02877916446597,0.127355596268358,0.042675108687929,0.0193095511027,0.03685493397094,0.086000215742398,0.016448318304591,0.028227130859571,0.064331004868971,0.10377776827817,0.055659698620662,0.475023674444303
42,0.063066283103208,0.06552222342434,0.013318753355157,0.114958151530134,0.137458330659022,0.093859371853702,0.036302974353173,0.130814983611192,0.039733564632212,0.047468666898974,0.136800533448571,0.065255590968539,0.048377628207479,0.077228503124926,0.102681887884172,0.013691667806048,0.032926755522454,0.090751396335863,0.121600549325763,0.069600535213912,0.84185218975632
43,0.10112587512857,0.031587729433516,0.018601497357834,0.104719698442652,0.166494222213247,0.07438639157203,0.064545679741003,0.142378184798359,0.054440428381499,0.089259492397718,0.140268081982202,0.058833253718702,0.060421553291308,0.050250199438549,0.101053401997189,0.051539057291167,0.065640390398086,0.118728209211818,0.089613807630585,0.080384974584959,0.920878015438321
44,0.171988742763665,0.058836394175871,0,0.125082848679867,0.203698029293857,0.163835030403641,0.125082848679867,0.099105213294522,0.051143002094176,0.077279931412191,0.155494382887255,0.051707909216669,0.072292620687478,0.058836394175871,0.083823516220258,0.029047393208617,0.029047393208617,0.088112461606566,0.196676332285174,0.175448684283079,0.580195495363737
45,0.357666986334662,0.363990457551416,0,0.181788190029196,0.14257019037535,0.357666986334662,0.284554801837502,0.301566539013598,0.357666986334662,0.377868624314024,0.172885292508972,0.168290923700212,0.129582682600413,0.363990457551416,0.106349761331089,0.249621398448534,0.249621398448534,0.334784584844996,0.068351567258544,0.212605228345272,0.989587521222056
46,0.273575394337479,0.269426779133274,0.01290925062571,0.168439221475639,0.36049406561693,0.261512250109815,0.117344631376696,0.283147939417518,0.081321469971658,0.137153527277826,0.411927183553116,0.115457792471925,0.158407399360955,0.187103956559137,0.299965126969088,0.022085533276426,0.022085533276426,0.314954383645469,0.212928105957893,0.172118613319664,0.892623013385098
47,0.051623879842464,0.004832318775642,0.006860486940416,0.068730787605787,0.082366816339966,0.0447299103807,0.024160249048949,0,0.035496215804797,0.030646624575149,0.086935297425013,0.038670576196268,0.060455653323291,0.010722051339633,0.049307209659522,0.008558011579493,0.015156394715531,0.046068699838789,0.066388455058448,0.047592818225329,0.435613373487432
48,0.138531037286544,0.022578921495121,0.045654894699978,0.141389001011563,0.243488781138342,0.113346269601778,0.077511521303668,0.2071513434345,0.125797407260172,0.140334844796163,0.258620378674383,0.12073580012208,0.158675453921415,0.078855346608426,0.171957311315909,0.027761837140326,0.027761837140326,0.186096635066619,0.116113948411453,0.127318434201908,0.942527925657691
49,0.129120325673881,0.046951322616498,0.027737353938868,0.113465832511725,0.127054997121492,0.119645598060338,0.060275609541678,0.142801781100621,0.114213453103855,0.076356101651951,0.12697336004527,0.065399754071644,0.115558744061797,0.066962602198902,0.163678012346069,0.050856209131253,0.05775869177641,0.126635462280558,0.090544239848227,0.084300556402356,0.925402527357458
50,0.136455050499915,0.027114571674486,0.055311732132928,0.147376863988236,0.15070850865916,0.106851770379657,0.115346592852654,0.078504945825974,0.136455050499915,0.078504945825974,0.112609163566051,0.003845936570884,0.106851770379657,0.027114571674486,0.108135053247647,0.043616114739702,0.043616114739702,0.156755908764978,0.106851770379657,0.106851770379657,0.999525689293649
51,0.590510582393927,0.186300987030451,0.092869288600874,0.635731038100027,0.635731038100027,0.630508004523052,0.541982284286398,0.521337665847453,0.333333333333333,0.343923810296858,0.701621693505038,0.433348281098903,0.380726012223197,0.213298282060444,0.477458698847304,0.092869288600874,0.092869288600874,0.546306567297982,0.180284027657585,0.250587145517702,0.991076059838222
52,0.023610924789981,0.023456263236151,0.05963883642162,0.056110203244455,0.028470674614401,0.028090508371113,0.021711942999081,0.038836482991616,0.01904641208136,0.039061349473301,0.037253488303177,0.026561966677633,0.013347077125878,0.034017113338939,0.034313846942449,0.013108137741741,0.025807018588077,0.055996957890307,0.017937564856978,0.016225513097249,0.63756184824939
53,0.085078102243937,0.026746653700364,0.052915243843391,0.076554253377179,0.081669025055093,0.077258134444217,0.065905599060947,0.105763098811856,0.065855874130825,0.122642829250084,0.091553000327956,0.119543407320543,0.064001164451056,0.02890769114994,0.043448036942888,0.113040556428408,0.094696605508117,0.129300501967839,0.061410853923816,0.062187945081228,0.615610534097852
54,0.116618662236356,0.240782825367049,0.098505724053698,0.483544008297219,0.199903061044044,0.086786279715361,0.40043868361064,0.395380913519471,0.083615675686063,0.180516426137084,0.236540430026154,0.177252626063884,0.172504020636973,0.240782825367049,0.137476238027583,0.180785854066322,0.180785854066322,0.281577817628662,0.211174998264218,0.20099534036435,0.987915387001025
55,0.175286390880723,0.052037789553416,0.110129418373699,0.326448576415373,0.170782067737726,0.143874794855258,0.268489988029023,0.161592745248569,0.149406721882826,0.079969367849034,0.112266600367242,0.06853735068113,0.144925908690635,0.084302335316467,0.172446125748863,0.068405230302521,0.079757510642451,0.098497955818596,0.074710682366615,0.085027207937041,0.99824016828455
56,0.401888605470189,0.316271910573932,0,0.296481808656487,0.72246707428958,0.354072066323425,0.314783941065017,0.417342027090412,0.180296543482599,0.261872810264261,0.401888605470189,0.112968347220551,0.401888605470189,0.252948270927499,0.523383462866809,0,0,0.467663618351973,0.169869030362007,0.252948270927499,0.992266638719496
